"Layer","N","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Guessing"
"PS",166,0.789156626506024,0.77710843373494,0.783132530120482,0.795180722891566,0.783132530120482,0.789156626506024,0.789156626506024,0.771084337349398
"CD",166,0.789156626506024,0.783132530120482,0.795180722891566,0.801204819277108,0.795180722891566,0.783132530120482,0.77710843373494,0.771084337349398
"ICS",166,0.789156626506024,0.771084337349398,0.771084337349398,0.783132530120482,0.783132530120482,0.801204819277108,0.807228915662651,0.771084337349398
