"Layer","N","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Guessing"
"PS",55,0.472727272727273,0.618181818181818,0.527272727272727,0.472727272727273,0.672727272727273,0.618181818181818,0.581818181818182,0.618181818181818
"CD",55,0.563636363636364,0.581818181818182,0.545454545454545,0.563636363636364,0.563636363636364,0.6,0.581818181818182,0.618181818181818
"ICS",55,0.472727272727273,0.581818181818182,0.654545454545455,0.654545454545455,0.672727272727273,0.618181818181818,0.6,0.618181818181818
